locus_tag	ftype	length_bp	gene	EC_number	COG	product
AFKFBACJ_02057	CDS	570		3.2.2.-		Putative 3-methyladenine DNA glycosylase
AFKFBACJ_02058	gene	525				
AFKFBACJ_02058	CDS	525				hypothetical protein
AFKFBACJ_02059	gene	615				
AFKFBACJ_02059	CDS	615				hypothetical protein
AFKFBACJ_02060	gene	768				
AFKFBACJ_02060	CDS	768				hypothetical protein
AFKFBACJ_02061	gene	459				
AFKFBACJ_02061	CDS	459				hypothetical protein
AFKFBACJ_02062	gene	213				
AFKFBACJ_02062	CDS	213				hypothetical protein
AFKFBACJ_02063	gene	909				
AFKFBACJ_02063	CDS	909				hypothetical protein
AFKFBACJ_02064	gene	705				
AFKFBACJ_02064	CDS	705				hypothetical protein
AFKFBACJ_02065	gene	1809				
AFKFBACJ_02065	CDS	1809				hypothetical protein
AFKFBACJ_02066	gene	1611	cstA			
AFKFBACJ_02066	CDS	1611	cstA		COG1966	Peptide transporter CstA
AFKFBACJ_02067	gene	228				
AFKFBACJ_02067	CDS	228				hypothetical protein
AFKFBACJ_02068	gene	936	thrB			
AFKFBACJ_02068	CDS	936	thrB	2.7.1.39	COG2334	Homoserine kinase
AFKFBACJ_02069	gene	459				
AFKFBACJ_02069	CDS	459				hypothetical protein
AFKFBACJ_02070	gene	690	recO_1			
AFKFBACJ_02070	CDS	690	recO_1		COG1381	DNA repair protein RecO
AFKFBACJ_02071	gene	858	pdxJ_1			
AFKFBACJ_02071	CDS	858	pdxJ_1	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
AFKFBACJ_02072	gene	891	cysM_1			
AFKFBACJ_02072	CDS	891	cysM_1	2.5.1.47	COG0031	Cysteine synthase B
AFKFBACJ_02073	gene	834				
AFKFBACJ_02073	CDS	834				hypothetical protein
AFKFBACJ_02074	gene	174				
AFKFBACJ_02074	CDS	174				hypothetical protein
AFKFBACJ_02075	gene	1545				
AFKFBACJ_02075	CDS	1545				hypothetical protein
AFKFBACJ_02076	gene	729				
AFKFBACJ_02076	CDS	729				hypothetical protein
AFKFBACJ_02077	gene	1047				
AFKFBACJ_02077	CDS	1047				hypothetical protein
AFKFBACJ_02078	gene	1044	rfaF			
AFKFBACJ_02078	CDS	1044	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
AFKFBACJ_02079	gene	270				
AFKFBACJ_02079	CDS	270				hypothetical protein
AFKFBACJ_02080	gene	1803				
AFKFBACJ_02080	CDS	1803				hypothetical protein
AFKFBACJ_02081	gene	432	hspA			
AFKFBACJ_02081	CDS	432	hspA		COG0071	Spore protein SP21
AFKFBACJ_02082	gene	495				
AFKFBACJ_02082	CDS	495				hypothetical protein
AFKFBACJ_02083	gene	540				
AFKFBACJ_02083	CDS	540				hypothetical protein
AFKFBACJ_02084	gene	942				
AFKFBACJ_02084	CDS	942				hypothetical protein
AFKFBACJ_02085	gene	999	apbE_2			
AFKFBACJ_02085	CDS	999	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
AFKFBACJ_02086	gene	141				
AFKFBACJ_02086	CDS	141				hypothetical protein
AFKFBACJ_02087	gene	588				
AFKFBACJ_02087	CDS	588				hypothetical protein
AFKFBACJ_02088	gene	1764				
AFKFBACJ_02088	CDS	1764				hypothetical protein
AFKFBACJ_02089	gene	723				
AFKFBACJ_02089	CDS	723				hypothetical protein
AFKFBACJ_02090	gene	321				
AFKFBACJ_02090	CDS	321				hypothetical protein
AFKFBACJ_02091	gene	261	gchK			
AFKFBACJ_02091	CDS	261	gchK	2.7.13.3	COG0642	Globin-coupled histidine kinase
AFKFBACJ_02092	gene	1011	rstB			
AFKFBACJ_02092	CDS	1011	rstB	2.7.13.3		Sensor protein RstB
AFKFBACJ_02093	gene	723	ompR			
AFKFBACJ_02093	CDS	723	ompR			Transcriptional regulatory protein OmpR
AFKFBACJ_02094	gene	582				
AFKFBACJ_02094	CDS	582				hypothetical protein
AFKFBACJ_02095	gene	1671				
AFKFBACJ_02095	CDS	1671				hypothetical protein
AFKFBACJ_02096	gene	1185				
AFKFBACJ_02096	CDS	1185				hypothetical protein
AFKFBACJ_02097	gene	117				
AFKFBACJ_02097	CDS	117				hypothetical protein
AFKFBACJ_02098	gene	1014	virS_2			
AFKFBACJ_02098	CDS	1014	virS_2			HTH-type transcriptional regulator VirS
AFKFBACJ_02099	gene	516				
AFKFBACJ_02099	CDS	516				hypothetical protein
AFKFBACJ_02100	gene	936	oleB_2			
AFKFBACJ_02100	CDS	936	oleB_2	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
AFKFBACJ_02101	gene	408				
AFKFBACJ_02101	CDS	408				hypothetical protein
AFKFBACJ_02102	gene	120				
AFKFBACJ_02102	CDS	120				hypothetical protein
AFKFBACJ_02103	gene	1377				
AFKFBACJ_02103	CDS	1377				hypothetical protein
AFKFBACJ_02104	gene	1047	yfeX			
AFKFBACJ_02104	CDS	1047	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
AFKFBACJ_02105	gene	1509				
AFKFBACJ_02105	CDS	1509				hypothetical protein
AFKFBACJ_02106	gene	1551				
AFKFBACJ_02106	CDS	1551				hypothetical protein
AFKFBACJ_02107	gene	711	cobB_1			
AFKFBACJ_02107	CDS	711	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
AFKFBACJ_02108	gene	1203	mmgC_1			
AFKFBACJ_02108	CDS	1203	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AFKFBACJ_02109	gene	795				
AFKFBACJ_02109	CDS	795				hypothetical protein
AFKFBACJ_02110	gene	234				
AFKFBACJ_02110	CDS	234				hypothetical protein
AFKFBACJ_02111	gene	1695				
AFKFBACJ_02111	CDS	1695				hypothetical protein
AFKFBACJ_02112	gene	1356				
AFKFBACJ_02112	CDS	1356				hypothetical protein
AFKFBACJ_02113	gene	570	purH			
AFKFBACJ_02113	CDS	570	purH		COG0138	Bifunctional purine biosynthesis protein PurH
AFKFBACJ_02114	gene	1347				
AFKFBACJ_02114	CDS	1347				hypothetical protein
AFKFBACJ_02115	gene	510				
AFKFBACJ_02115	CDS	510				hypothetical protein
AFKFBACJ_02116	gene	582	sigW			
AFKFBACJ_02116	CDS	582	sigW		COG1595	ECF RNA polymerase sigma factor SigW
AFKFBACJ_02117	gene	249				
AFKFBACJ_02117	CDS	249				hypothetical protein
AFKFBACJ_02118	gene	750	trmJ			
AFKFBACJ_02118	CDS	750	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
AFKFBACJ_02119	gene	813	suhB			
AFKFBACJ_02119	CDS	813	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
AFKFBACJ_02120	gene	219				
AFKFBACJ_02120	CDS	219				hypothetical protein
AFKFBACJ_02121	gene	138				
AFKFBACJ_02121	CDS	138				hypothetical protein
AFKFBACJ_02122	gene	612				
AFKFBACJ_02122	CDS	612				hypothetical protein
AFKFBACJ_02123	gene	588				
AFKFBACJ_02123	CDS	588				hypothetical protein
AFKFBACJ_02124	gene	1260				
AFKFBACJ_02124	CDS	1260				hypothetical protein
AFKFBACJ_02125	gene	222				
AFKFBACJ_02125	CDS	222				hypothetical protein
AFKFBACJ_02126	gene	921				
AFKFBACJ_02126	CDS	921				hypothetical protein
AFKFBACJ_02127	gene	984				
AFKFBACJ_02127	CDS	984				hypothetical protein
AFKFBACJ_02128	gene	1101				
AFKFBACJ_02128	CDS	1101				hypothetical protein
AFKFBACJ_02129	gene	441	pepP_2			
AFKFBACJ_02129	CDS	441	pepP_2	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AFKFBACJ_02130	gene	177				
AFKFBACJ_02130	CDS	177				hypothetical protein
AFKFBACJ_02131	gene	525				
AFKFBACJ_02131	CDS	525				hypothetical protein
AFKFBACJ_02132	gene	531				
AFKFBACJ_02132	CDS	531				hypothetical protein
AFKFBACJ_02133	gene	351				
AFKFBACJ_02133	CDS	351				hypothetical protein
AFKFBACJ_02134	gene	75				
AFKFBACJ_02134	tRNA	75				tRNA-Val(cac)
AFKFBACJ_02135	gene	684	COQ3_2			
AFKFBACJ_02135	CDS	684	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
AFKFBACJ_02136	gene	411				
AFKFBACJ_02136	CDS	411				hypothetical protein
AFKFBACJ_02137	gene	531				
AFKFBACJ_02137	CDS	531				hypothetical protein
AFKFBACJ_02138	gene	417				
AFKFBACJ_02138	CDS	417				hypothetical protein
AFKFBACJ_02139	gene	657				
AFKFBACJ_02139	CDS	657				hypothetical protein
AFKFBACJ_02140	gene	291				
AFKFBACJ_02140	CDS	291				hypothetical protein
AFKFBACJ_02141	gene	471				
AFKFBACJ_02141	CDS	471				hypothetical protein
AFKFBACJ_02142	gene	255				
AFKFBACJ_02142	CDS	255				hypothetical protein
AFKFBACJ_02143	gene	630				
AFKFBACJ_02143	CDS	630				hypothetical protein
AFKFBACJ_02144	gene	648				
AFKFBACJ_02144	CDS	648				hypothetical protein
AFKFBACJ_02145	gene	627				
AFKFBACJ_02145	CDS	627				hypothetical protein
AFKFBACJ_02146	gene	1068				
AFKFBACJ_02146	CDS	1068				hypothetical protein
AFKFBACJ_02147	gene	600				
AFKFBACJ_02147	CDS	600				hypothetical protein
AFKFBACJ_02148	gene	789	fadB_2			
AFKFBACJ_02148	CDS	789	fadB_2	5.3.3.8		Fatty acid oxidation complex subunit alpha
AFKFBACJ_02149	gene	435				
AFKFBACJ_02149	CDS	435				hypothetical protein
AFKFBACJ_02150	gene	498				
AFKFBACJ_02150	CDS	498				hypothetical protein
AFKFBACJ_02151	gene	588	ybhL			
AFKFBACJ_02151	CDS	588	ybhL		COG0670	Inner membrane protein YbhL
AFKFBACJ_02152	gene	1389	argE			
AFKFBACJ_02152	CDS	1389	argE	3.5.1.16		Acetylornithine deacetylase
AFKFBACJ_02153	gene	1374	steT_2			
AFKFBACJ_02153	CDS	1374	steT_2		COG0531	Serine/threonine exchanger SteT
AFKFBACJ_02154	gene	213				
AFKFBACJ_02154	CDS	213				hypothetical protein
AFKFBACJ_02155	gene	579				
AFKFBACJ_02155	CDS	579				hypothetical protein
AFKFBACJ_02156	gene	2232	cntO_2			
AFKFBACJ_02156	CDS	2232	cntO_2		COG1629	Metal-pseudopaline receptor CntO
AFKFBACJ_02157	gene	132	flhA			
AFKFBACJ_02157	CDS	132	flhA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
AFKFBACJ_02158	gene	888				
AFKFBACJ_02158	CDS	888				hypothetical protein
AFKFBACJ_02159	gene	573	lemA_2			
AFKFBACJ_02159	CDS	573	lemA_2		COG1704	Protein LemA
AFKFBACJ_02160	gene	972				
AFKFBACJ_02160	CDS	972				hypothetical protein
AFKFBACJ_02161	gene	534	yrdA_2			
AFKFBACJ_02161	CDS	534	yrdA_2		COG0663	Protein YrdA
AFKFBACJ_02162	gene	1095	dinB			
AFKFBACJ_02162	CDS	1095	dinB	2.7.7.7	COG0389	DNA polymerase IV
AFKFBACJ_02163	gene	918				
AFKFBACJ_02163	CDS	918			COG1752	putative NTE family protein
AFKFBACJ_02164	gene	915				
AFKFBACJ_02164	CDS	915				hypothetical protein
AFKFBACJ_02165	gene	735				
AFKFBACJ_02165	CDS	735		1.4.3.2	COG1231	L-amino acid oxidase
AFKFBACJ_02166	gene	1146	bepA_2			
AFKFBACJ_02166	CDS	1146	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
AFKFBACJ_02167	gene	858				
AFKFBACJ_02167	CDS	858				hypothetical protein
AFKFBACJ_02168	gene	612	betI_4			
AFKFBACJ_02168	CDS	612	betI_4			HTH-type transcriptional regulator BetI
AFKFBACJ_02169	gene	1935				
AFKFBACJ_02169	CDS	1935				hypothetical protein
AFKFBACJ_02170	gene	2592	btuB_12			
AFKFBACJ_02170	CDS	2592	btuB_12			Vitamin B12 transporter BtuB
AFKFBACJ_02171	gene	525				
AFKFBACJ_02171	CDS	525				hypothetical protein
AFKFBACJ_02172	gene	1203				
AFKFBACJ_02172	CDS	1203				hypothetical protein
AFKFBACJ_02173	gene	753				
AFKFBACJ_02173	CDS	753				hypothetical protein
AFKFBACJ_02174	gene	1470				
AFKFBACJ_02174	CDS	1470				hypothetical protein
AFKFBACJ_02175	gene	135				
AFKFBACJ_02175	CDS	135				hypothetical protein
AFKFBACJ_02176	gene	105				
AFKFBACJ_02176	CDS	105				hypothetical protein
AFKFBACJ_02177	gene	798	hcaB_3			
AFKFBACJ_02177	CDS	798	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AFKFBACJ_02178	gene	774	cloR			
AFKFBACJ_02178	CDS	774	cloR	1.13.11.83		4-hydroxy-3-prenylphenylpyruvate oxygenase/4-hydroxy-3-prenylbenzoate synthase
AFKFBACJ_02179	gene	933				
AFKFBACJ_02179	CDS	933				hypothetical protein
AFKFBACJ_02180	gene	2736				
AFKFBACJ_02180	CDS	2736				hypothetical protein
AFKFBACJ_02181	gene	225				
AFKFBACJ_02181	CDS	225				hypothetical protein
AFKFBACJ_02182	gene	168				
AFKFBACJ_02182	CDS	168				hypothetical protein
AFKFBACJ_02183	gene	771	outO			
AFKFBACJ_02183	CDS	771	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
AFKFBACJ_02184	gene	624	coaE_1			
AFKFBACJ_02184	CDS	624	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
AFKFBACJ_02185	gene	789	zapD_1			
AFKFBACJ_02185	CDS	789	zapD_1		COG4582	Cell division protein ZapD
AFKFBACJ_02186	gene	195	yacG_1			
AFKFBACJ_02186	CDS	195	yacG_1			DNA gyrase inhibitor YacG
AFKFBACJ_02187	gene	750	thiE_1			
AFKFBACJ_02187	CDS	750	thiE_1	2.5.1.3		Thiamine-phosphate synthase
AFKFBACJ_02188	gene	576				
AFKFBACJ_02188	CDS	576				hypothetical protein
AFKFBACJ_02189	gene	1008				
AFKFBACJ_02189	CDS	1008				hypothetical protein
AFKFBACJ_02190	gene	402	mak_1			
AFKFBACJ_02190	CDS	402	mak_1	2.7.1.4	COG1940	Fructokinase
AFKFBACJ_02191	gene	1935	cocE_2			
AFKFBACJ_02191	CDS	1935	cocE_2	3.1.1.84		Cocaine esterase
AFKFBACJ_02192	gene	813				
AFKFBACJ_02192	CDS	813				hypothetical protein
AFKFBACJ_02193	gene	414				
AFKFBACJ_02193	CDS	414				hypothetical protein
AFKFBACJ_02194	gene	2265	metE			
AFKFBACJ_02194	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
AFKFBACJ_02195	gene	900	metR_1			
AFKFBACJ_02195	CDS	900	metR_1			HTH-type transcriptional regulator MetR
AFKFBACJ_02196	gene	846				
AFKFBACJ_02196	CDS	846				hypothetical protein
AFKFBACJ_02197	gene	426				
AFKFBACJ_02197	CDS	426				hypothetical protein
AFKFBACJ_02198	gene	2007				
AFKFBACJ_02198	CDS	2007				hypothetical protein
AFKFBACJ_02199	gene	1347	mdtA_3			
AFKFBACJ_02199	CDS	1347	mdtA_3			Multidrug resistance protein MdtA
AFKFBACJ_02200	gene	189				
AFKFBACJ_02200	CDS	189				hypothetical protein
AFKFBACJ_02201	gene	321				
AFKFBACJ_02201	CDS	321				hypothetical protein
AFKFBACJ_02202	gene	300				
AFKFBACJ_02202	CDS	300				hypothetical protein
AFKFBACJ_02203	gene	1482				
AFKFBACJ_02203	CDS	1482				hypothetical protein
AFKFBACJ_02204	gene	279				
AFKFBACJ_02204	CDS	279				hypothetical protein
AFKFBACJ_02205	gene	879				
AFKFBACJ_02205	CDS	879				hypothetical protein
AFKFBACJ_02206	gene	870				
AFKFBACJ_02206	CDS	870				hypothetical protein
AFKFBACJ_02207	gene	480				
AFKFBACJ_02207	CDS	480				hypothetical protein
AFKFBACJ_02208	gene	171				
AFKFBACJ_02208	CDS	171				hypothetical protein
AFKFBACJ_02209	gene	237				
AFKFBACJ_02209	CDS	237				hypothetical protein
AFKFBACJ_02210	gene	1077				
AFKFBACJ_02210	CDS	1077				hypothetical protein
AFKFBACJ_02211	gene	243				
AFKFBACJ_02211	CDS	243				hypothetical protein
AFKFBACJ_02212	gene	339				
AFKFBACJ_02212	CDS	339				hypothetical protein
AFKFBACJ_02213	gene	864				
AFKFBACJ_02213	CDS	864				hypothetical protein
AFKFBACJ_02214	gene	414				
AFKFBACJ_02214	CDS	414				hypothetical protein
AFKFBACJ_02215	gene	840				
AFKFBACJ_02215	CDS	840			COG1073	putative protein
AFKFBACJ_02216	gene	390				
AFKFBACJ_02216	CDS	390				hypothetical protein
AFKFBACJ_02217	gene	1134				
AFKFBACJ_02217	CDS	1134				hypothetical protein
AFKFBACJ_02218	gene	519	ogt			
AFKFBACJ_02218	CDS	519	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
AFKFBACJ_02219	gene	1446	alkA_2			
AFKFBACJ_02219	CDS	1446	alkA_2		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
AFKFBACJ_02220	gene	474				
AFKFBACJ_02220	CDS	474				hypothetical protein
AFKFBACJ_02221	gene	261	sdhE			
AFKFBACJ_02221	CDS	261	sdhE		COG2938	FAD assembly factor SdhE
AFKFBACJ_02222	gene	513	sdhB			
AFKFBACJ_02222	CDS	513	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
AFKFBACJ_02223	gene	1194	farB_2			
AFKFBACJ_02223	CDS	1194	farB_2			Fatty acid resistance protein FarB
AFKFBACJ_02224	gene	597				
AFKFBACJ_02224	CDS	597				hypothetical protein
AFKFBACJ_02225	gene	1074	srpA_2			
AFKFBACJ_02225	CDS	1074	srpA_2	1.11.1.-	COG0753	Catalase-related peroxidase
AFKFBACJ_02226	gene	2721				
AFKFBACJ_02226	CDS	2721				hypothetical protein
AFKFBACJ_02227	gene	225				
AFKFBACJ_02227	CDS	225				hypothetical protein
AFKFBACJ_02228	gene	1071	lpxD_2			
AFKFBACJ_02228	CDS	1071	lpxD_2	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
AFKFBACJ_02229	gene	510	fabZ			
AFKFBACJ_02229	CDS	510	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
AFKFBACJ_02230	gene	798	lpxA			
AFKFBACJ_02230	CDS	798	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
AFKFBACJ_02231	gene	1131				
AFKFBACJ_02231	CDS	1131				hypothetical protein
AFKFBACJ_02232	gene	474				
AFKFBACJ_02232	CDS	474				hypothetical protein
AFKFBACJ_02233	gene	1032				
AFKFBACJ_02233	CDS	1032				hypothetical protein
AFKFBACJ_02234	gene	1488	bepA_3			
AFKFBACJ_02234	CDS	1488	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
AFKFBACJ_02235	gene	873				
AFKFBACJ_02235	CDS	873				hypothetical protein
AFKFBACJ_02236	gene	1194				
AFKFBACJ_02236	CDS	1194				hypothetical protein
AFKFBACJ_02237	gene	864	lcfB_2			
AFKFBACJ_02237	CDS	864	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AFKFBACJ_02238	gene	744				
AFKFBACJ_02238	CDS	744		1.13.11.82		8'-apo-carotenoid 13,14-cleaving dioxygenase
AFKFBACJ_02239	gene	660	nsaD_2			
AFKFBACJ_02239	CDS	660	nsaD_2	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
AFKFBACJ_02240	gene	576				
AFKFBACJ_02240	CDS	576				hypothetical protein
AFKFBACJ_02241	gene	678				
AFKFBACJ_02241	CDS	678				hypothetical protein
AFKFBACJ_02242	gene	561	mymA_2			
AFKFBACJ_02242	CDS	561	mymA_2	1.14.13.-	COG2072	Putative FAD-containing monooxygenase MymA
AFKFBACJ_02243	gene	357				
AFKFBACJ_02243	CDS	357				hypothetical protein
AFKFBACJ_02244	gene	267				
AFKFBACJ_02244	CDS	267				hypothetical protein
AFKFBACJ_02245	gene	456				
AFKFBACJ_02245	CDS	456				hypothetical protein
AFKFBACJ_02246	gene	891	dmlR_4			
AFKFBACJ_02246	CDS	891	dmlR_4			HTH-type transcriptional regulator DmlR
AFKFBACJ_02247	gene	123				
AFKFBACJ_02247	CDS	123				hypothetical protein
AFKFBACJ_02248	gene	570	regA			
AFKFBACJ_02248	CDS	570	regA		COG4567	Photosynthetic apparatus regulatory protein RegA
AFKFBACJ_02249	gene	456	ohrR_2			
AFKFBACJ_02249	CDS	456	ohrR_2			Organic hydroperoxide resistance transcriptional regulator
AFKFBACJ_02250	gene	426	ohrB_3			
AFKFBACJ_02250	CDS	426	ohrB_3		COG1764	Organic hydroperoxide resistance protein OhrB
AFKFBACJ_02251	gene	249				
AFKFBACJ_02251	CDS	249				hypothetical protein
AFKFBACJ_02252	gene	522				
AFKFBACJ_02252	CDS	522				hypothetical protein
AFKFBACJ_02253	gene	360				
AFKFBACJ_02253	CDS	360				hypothetical protein
AFKFBACJ_02254	gene	198				
AFKFBACJ_02254	CDS	198				hypothetical protein
AFKFBACJ_02255	gene	1524				
AFKFBACJ_02255	CDS	1524		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AFKFBACJ_02256	gene	612				
AFKFBACJ_02256	CDS	612				hypothetical protein
AFKFBACJ_02257	gene	648	cobB_2			
AFKFBACJ_02257	CDS	648	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacylase
AFKFBACJ_02258	gene	1278				
AFKFBACJ_02258	CDS	1278				hypothetical protein
AFKFBACJ_02259	gene	351				
AFKFBACJ_02259	CDS	351				hypothetical protein
AFKFBACJ_02260	gene	747				
AFKFBACJ_02260	CDS	747				hypothetical protein
AFKFBACJ_02261	gene	2064	pcp_3			
AFKFBACJ_02261	CDS	2064	pcp_3	3.4.21.100		Pseudomonalisin
AFKFBACJ_02262	gene	135				
AFKFBACJ_02262	CDS	135				hypothetical protein
AFKFBACJ_02263	gene	801	rdgC_2			
AFKFBACJ_02263	CDS	801	rdgC_2		COG2974	Recombination-associated protein RdgC
AFKFBACJ_02264	gene	345				
AFKFBACJ_02264	CDS	345				hypothetical protein
AFKFBACJ_02265	gene	717				
AFKFBACJ_02265	CDS	717				hypothetical protein
AFKFBACJ_02266	gene	849				
AFKFBACJ_02266	CDS	849		4.1.1.112		Oxaloacetate decarboxylase
AFKFBACJ_02267	gene	429	ypeA			
AFKFBACJ_02267	CDS	429	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
AFKFBACJ_02268	gene	846				
AFKFBACJ_02268	CDS	846				hypothetical protein
AFKFBACJ_02269	gene	645	hisG_2			
AFKFBACJ_02269	CDS	645	hisG_2	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AFKFBACJ_02270	gene	1395	eutB			
AFKFBACJ_02270	CDS	1395	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
AFKFBACJ_02271	gene	123				
AFKFBACJ_02271	CDS	123				hypothetical protein
AFKFBACJ_02272	gene	936				
AFKFBACJ_02272	CDS	936			COG1752	putative NTE family protein
AFKFBACJ_02273	gene	372				
AFKFBACJ_02273	CDS	372				hypothetical protein
AFKFBACJ_02274	gene	366				
AFKFBACJ_02274	CDS	366				hypothetical protein
AFKFBACJ_02275	gene	699	eamB			
AFKFBACJ_02275	CDS	699	eamB		COG1280	Cysteine/O-acetylserine efflux protein
AFKFBACJ_02276	gene	1209				
AFKFBACJ_02276	CDS	1209				hypothetical protein
AFKFBACJ_02277	gene	771	rhaR_3			
AFKFBACJ_02277	CDS	771	rhaR_3			HTH-type transcriptional activator RhaR
AFKFBACJ_02278	gene	771	virS_3			
AFKFBACJ_02278	CDS	771	virS_3			HTH-type transcriptional regulator VirS
AFKFBACJ_02279	gene	834				
AFKFBACJ_02279	CDS	834				hypothetical protein
AFKFBACJ_02280	gene	150				
AFKFBACJ_02280	CDS	150				hypothetical protein
AFKFBACJ_02281	gene	255				
AFKFBACJ_02281	CDS	255				hypothetical protein
AFKFBACJ_02282	gene	225	cpnA_2			
AFKFBACJ_02282	CDS	225	cpnA_2	1.1.1.163		Cyclopentanol dehydrogenase
AFKFBACJ_02283	gene	255				
AFKFBACJ_02283	CDS	255				hypothetical protein
AFKFBACJ_02284	gene	498				
AFKFBACJ_02284	CDS	498				hypothetical protein
AFKFBACJ_02285	gene	504	ada_2			
AFKFBACJ_02285	CDS	504	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
AFKFBACJ_02286	gene	750				
AFKFBACJ_02286	CDS	750				hypothetical protein
AFKFBACJ_02287	gene	654	alkB_1			
AFKFBACJ_02287	CDS	654	alkB_1	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
AFKFBACJ_02288	gene	693				
AFKFBACJ_02288	CDS	693				hypothetical protein
AFKFBACJ_02289	gene	351				
AFKFBACJ_02289	CDS	351				hypothetical protein
AFKFBACJ_02290	gene	138				
AFKFBACJ_02290	CDS	138				hypothetical protein
AFKFBACJ_02291	gene	987	copA			
AFKFBACJ_02291	CDS	987	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
AFKFBACJ_02292	gene	1029				
AFKFBACJ_02292	CDS	1029				hypothetical protein
AFKFBACJ_02293	gene	1641				
AFKFBACJ_02293	CDS	1641				hypothetical protein
AFKFBACJ_02294	gene	162				
AFKFBACJ_02294	CDS	162				hypothetical protein
AFKFBACJ_02295	gene	498	dsbB			
AFKFBACJ_02295	CDS	498	dsbB		COG1495	Disulfide bond formation protein B
AFKFBACJ_02296	gene	483				
AFKFBACJ_02296	CDS	483		4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
AFKFBACJ_02297	gene	1368	mepA			
AFKFBACJ_02297	CDS	1368	mepA			Multidrug export protein MepA
AFKFBACJ_02298	gene	771				
AFKFBACJ_02298	CDS	771				hypothetical protein
AFKFBACJ_02299	gene	1227	gerN_1			
AFKFBACJ_02299	CDS	1227	gerN_1		COG0475	Na(+)/H(+)-K(+) antiporter GerN
AFKFBACJ_02300	gene	270				
AFKFBACJ_02300	CDS	270				hypothetical protein
AFKFBACJ_02301	gene	858	hcaB_4			
AFKFBACJ_02301	CDS	858	hcaB_4	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AFKFBACJ_02302	gene	390				
AFKFBACJ_02302	CDS	390				hypothetical protein
AFKFBACJ_02303	gene	480				
AFKFBACJ_02303	CDS	480				hypothetical protein
AFKFBACJ_02304	gene	717				
AFKFBACJ_02304	CDS	717				hypothetical protein
AFKFBACJ_02305	gene	93				
AFKFBACJ_02305	CDS	93				hypothetical protein
AFKFBACJ_02306	gene	819				
AFKFBACJ_02306	CDS	819				hypothetical protein
AFKFBACJ_02307	gene	1329	yhjE			
AFKFBACJ_02307	CDS	1329	yhjE			Inner membrane metabolite transport protein YhjE
AFKFBACJ_02308	gene	333				
AFKFBACJ_02308	CDS	333				hypothetical protein
AFKFBACJ_02309	gene	597				
AFKFBACJ_02309	CDS	597		1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
AFKFBACJ_02310	gene	351				
AFKFBACJ_02310	CDS	351				hypothetical protein
AFKFBACJ_02311	gene	792				
AFKFBACJ_02311	CDS	792		1.3.99.5		3-oxo-5-alpha-steroid 4-dehydrogenase
AFKFBACJ_02312	gene	630	comR			
AFKFBACJ_02312	CDS	630	comR			HTH-type transcriptional repressor ComR
AFKFBACJ_02313	gene	654	gstA			
